DTXSID,true_chemname
DTXSID7062742,"Methanone, (2-amino-5-chlorophenyl)(2-chlorophenyl)-"
DTXSID40226085,Diacetylacyclovir
DTXSID5057832,2-Amino-5-chloro-2'-fluorobenzophenone
DTXSID10604053,"2-({4-[(2-Amino-4-oxo-4,5-dihydro-1,3-thiazol-5-yl)methyl]phenoxy}methyl)-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-6-yl acetate"
DTXSID50930989,Bromo(2-chlorophenyl)acetic acid
DTXSID10200276,5-Ethyl-2-pyridineethanol
DTXSID40455954,"2-Iodo-4-[(1H-1,2,4-triazol-1-yl)methyl]aniline"
DTXSID30442050,2-(4-fluorobenzyl)thiophene
DTXSID70194400,N-(4-Bromo-2-(2-pyridylcarbonyl)phenyl)-2-chloroacetamide
DTXSID2023771,"2',3'-Dideoxyadenosine"
DTXSID00348696,"1-(2,4-dihydroxyphenyl)-2-(4-hydroxyphenyl)ethanone"
DTXSID00202547,"2',5-Dichloro-2-(3-hydroxymethyl-5-methyl-4H-1,2,4-triazol-4-yl)benzophenone"
DTXSID80347844,"2',5-Dichloro-2-(3-methyl-4H-1,2,4-triazol-4-yl)benzophenone"
DTXSID60430925,"6-[2-(4-Benzylpiperidin-1-yl)ethanesulfinyl]-1,3-benzoxazol-2(3H)-one"
DTXSID20698206,"N~2~-{3-[5-(6-Methoxynaphthalen-1-yl)-1,3-dioxan-2-yl]propyl}-N,N~2~-dimethylglycinamide"
DTXSID50716265,"2-(2-Aminopropan-2-yl)-N-[(4-fluorophenyl)methyl]-5-hydroxy-1-methyl-6-oxo-1,6-dihydropyrimidine-4-carboxamide"
DTXSID8048945,C.I. 1040
DTXSID00437711,2-(4-fluorophenyl)-4-(3-hydroxy-3-methyl-1-butoxy)-5-[4-(methyl-sulfonyl)phenyl]-3(2H)-pyridazinone
DTXSID60284708,"2-(4-Oxopentyl)-1H-isoindole-1,3(2H)-dione"
DTXSID00352394,"2-(5-Methyl-2-phenyl-1,3-oxazol-4-yl)ethan-1-ol"
DTXSID30441528,"2-(5-Methyl-2-phenyl-1,3-oxazol-4-yl)ethyl methanesulfonate"
DTXSID80446487,2-BENZYLOXYMETHYL-4-ISOPROPYL-1H-IMIDAZOLE
DTXSID90959891,2-(Dimethylamino)-2-phenylbutan-1-ol
DTXSID20884420,".beta.-D-Mannopyranose, 2-(acetylamino)-2-deoxy-"
DTXSID10983537,"9-{3-[(Benzyloxy)methyl]-4-[dimethyl(phenyl)silyl]-2-methylidenecyclopentyl}-2-imino-3,9-dihydro-2H-purin-6-ol"
DTXSID40943184,"2-Aminobicyclo[3.1.0]hexane-2,6-dicarboxylic acid--water (1/1)"
DTXSID10352845,2-Bromo-1-[4-(methanesulfonyl)phenyl]ethan-1-one
DTXSID60462701,2-Bromo-1-[4-hydroxy-3-(hydroxymethyl)phenyl]ethan-1-one
DTXSID30401485,methyl 4-hydroxy-4-methylpent-2-ynoate
DTXSID60405390,2-ethoxy-5-[(4-ethylpiperazino)sulfonyl]nicotinic acid
DTXSID60433133,4-benzyl-2-hydroxy-morpholin-3-one
DTXSID50573835,"2-Iodo-3,4-dimethoxy-6-nitrobenzonitrile"
DTXSID80436540,2-Methoxy-1-(4'-trifluoromethyl)phenylethanone
DTXSID90282994,ethyl 2-methyl-2-phenylpropanoate
DTXSID20167149,Pozanicline
DTXSID20862889,"ethanone, 2-(acetyloxy)-1-phenyl-"
DTXSID60340510,Ethyl 2-oxobicyclo[3.1.0]hexane-6-carboxylate
DTXSID20697572,"2-(2-{[(Benzyloxy)carbonyl]amino}-1,3-thiazol-4-yl)-5-[(3-methylbut-2-en-1-yl)oxy]-5-oxopent-2-enoic acid"
DTXSID60864887,alpha-Phenylpiperidine-2-acetamide
DTXSID20165089,4-Methyl-6-(1-methyl-1H-benzimidazol-2-yl)-2-propyl-1H-benzimidazole
DTXSID40864466,Pyrimidine-2-carbonitrile
DTXSID50185876,"2-(Dimethoxymethyl)quinoxaline 1,4-dioxide"
DTXSID5066663,2-Thiopheneacetonitrile
DTXSID70456434,"2,5-Anhydro-4-({4-[4-(4-{1-[(2S,3S)-2-(benzyloxy)pentan-3-yl]-5-oxo-1,5-dihydro-4H-1,2,4-triazol-4-yl}phenyl)piperazin-1-yl]phenoxy}methyl)-1,3,4-trideoxy-2-(2,4-difluorophenyl)-1-(1H-1,2,4-triazol-1-yl)-D-threo-pentitol"
DTXSID30331455,2-[(carboxyacetyl)amino]benzoic acid
DTXSID60202043,GW 406381
DTXSID30593692,2-[4-(Methylsulfanyl)phenoxy]benzaldehyde
DTXSID20166834,Des(dimethylamino)hydroxyrizatriptan
DTXSID8057857,Dehydropregnenolone acetate
DTXSID60164576,Dexamethasone Beloxil
DTXSID30327696,"2,2'-Dithiobis(benzonitrile)"
DTXSID40442622,"Dibenzyl 5,5'-[(3,4-diethyl-1H-pyrrole-2,5-diyl)bis(methylene)]bis[4-(3-methoxy-3-oxopropyl)-3-methyl-1H-pyrrole-2-carboxylate]"
DTXSID3026190,"2,2',4'-Trichloroacetophenone"
DTXSID0021751,"2,2,2-Trifluoroethanol"
DTXSID3057779,"2,3-Epoxypropyl 4-(2-methoxyethyl)phenyl ether"
DTXSID50191134,"Pyridine, 2,3-dimethyl-4-nitro-, 1-oxide"
DTXSID9057684,"2,3,4-Trihydroxybenzaldehyde"
DTXSID00961001,"2,3,4,6-Tetra-O-acetyl-1-S-carbamimidoyl-1-thiohexopyranose--hydrogen bromide (1/1)"
DTXSID7052446,"2,3,5-Trimethylhydroquinone"
DTXSID0060068,Lumazine
DTXSID90181791,"2,4-Dichloro-5-sulfamoylbenzoic acid"
DTXSID50463207,"2,5,7,8-TETRAMETHYL-2-(4-NITROPHENOXYMETHYL)-4-OXOCHROMAN-6-YL ACETATE"
DTXSID1048960,Diatrizoic acid dihydrate
DTXSID4049038,"2,4-Diamino-6-hydroxypyrimidine"
DTXSID30219486,"2,6-Difluorobenzylamine"
DTXSID00369962,"2,6-Dichloro-5-fluoronicotinic acid"
DTXSID80571763,"2,6-Di(propan-2-yl)phenyl sulfamate"
DTXSID40221575,"2,6-Dichloro-4,8-di(piperidin-1-yl)pyrimido(5,4-d)pyrimidine"
DTXSID80573606,"{2,7-Dichloro-6-methyl-4-[(4-methylpiperidin-1-yl)methyl]quinolin-3-yl}methanol"
DTXSID50923472,3-[2-(7-Chloroquinolin-2-yl)ethenyl]benzaldehyde
DTXSID9066675,"Propanedioic acid, 3-thienyl-"
DTXSID001002346,3-(Trichloroethenyl)aniline--hydrogen chloride (1/1)
DTXSID80166294,"Cyclobutanecarbonitrile, 3-methylene-"
DTXSID50426635,3-Acetoxy-2-methylbenzoyl Chloride
DTXSID8047268,CI-959
DTXSID3047269,5-methoxy-3-(propan-2-yloxy)-N-(1H-tetrazol-5-yl)-1-benzothiophene-2-carboxamide
DTXSID201015785,3-Nitro-4-pyridinol
DTXSID30959633,"3-(9,10-Ethanoanthracen-9(10H)-yl)prop-2-enal"
DTXSID60864963,"2-(3,4-Dimethoxyphenyl)-3-methylbutanenitrile"
DTXSID90181933,5-Aminopyrazole-4-carboxamide hemisulphate
DTXSID70893628,3-Oxo-4-aza-5-androstene-17beta-carboxylic acid
DTXSID8057801,"2,3-Dimethoxy-5-sulphamoylbenzoic acid"
DTXSID30440718,"3-CHLORO-4-(PYRIDIN-3-YL)-1,2,5-THIADIAZOLE"
DTXSID5057757,"3-(2-Chloroethyl)quinazoline-2,4(1H,3H)-dione"
DTXSID50459448,"[3-Methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methanol"
DTXSID40219518,3-(2-Chloro-6-fluorophenyl)-5-methylisoxazole-4-carbonyl chloride
DTXSID00575602,"3-(2-Chloroethyl)-2-methyl-6,7,8,9-tetrahydro-4H-pyrido[1,2-a]pyrimidin-4-one--hydrogen chloride (1/1)"
DTXSID70194041,"3-(2-Chloroethyl)-2-methyl-4H-pyrido(1,2-a)pyrimidin-4-one"
DTXSID50934149,"{1-[(4-Bromophenyl)methyl]-2-butyl-5-chloro-2,3-dihydro-1H-imidazol-4-yl}methanol"
DTXSID80957886,"3-Methyl-2-(3,4,5-trimethoxyphenyl)butanenitrile"
DTXSID90237424,Didesmethyl sumatriptan
DTXSID0057706,Etienic acid
DTXSID30596688,"3-[4-(Hexyloxy)-1,2,5-thiadiazol-3-yl]-1-methylpyridin-1-ium iodide"
DTXSID40866566,[2-Cyano-1-(piperidin-1-yl)ethylidene]cyanamide
DTXSID20861392,3-(Aminomethyl)-5-methylhexanoic acid
DTXSID50698698,"3-(2,5-Dimethylphenoxy)propanoyl chloride"
DTXSID20274463,3-(1-{4-[2-(Dimethylamino)ethoxy]phenyl}-2-phenylbut-1-en-1-yl)phenol
DTXSID20472225,"9,17-Dioxo-1,2,3,4,10,19-hexanorandrostan-5-oic acid"
DTXSID40927762,"3-[(Dimethylamino)methyl]-9-methyl-1,2,3,9-tetrahydro-4H-carbazol-4-one"
DTXSID00431299,3-Oxo-4-aza-5-alpha-androstane-17-beta-carboxylic acid
DTXSID40236700,"(6R-(6alpha,7beta(R*)))-3-(Acetoxymethyl)-7-((formyloxy)phenylacetamido)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid"
DTXSID60500536,"3-Amino-7-methyl-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one"
DTXSID5022227,Dimethylaminopropyl chloride hydrochloride
DTXSID10875403,"6,7-DIHYDROCANRENONE"
DTXSID40553363,5-Methoxy-3-[(propan-2-yl)oxy]-N-(2H-tetrazol-5-yl)-1-benzothiophene-2-carboxamide--1H-imidazole (1/1)
DTXSID00181707,Phenylacetyl 7-aminodesacetoxycephalosporanic acid
DTXSID30703411,"7-Chloro-3-(methoxycarbonyl)-4-oxo-1,4-dihydroquinoline-2-carboxylate"
DTXSID30399570,3-[2-(3-chlorophenyl)ethyl]-2-pyridinecarbonitrile
DTXSID1057747,"3-(2,6-Dichlorophenyl)-5-methylisoxazole-4-carbonyl chloride"
DTXSID30396569,3-Acetoxy-2-methylbenzoic acid
DTXSID60865238,"4-Isoxazolecarbonyl chloride, 3-(2-chlorophenyl)-5-methyl-"
DTXSID20936519,"3-(5H-Dibenzo[a,d][7]annulen-5-yl)-N,N-dimethylpropan-1-amine--hydrogen chloride (1/1)"
DTXSID50275660,N-(3-Acetyl-2-hydroxyphenyl)-4-(4-phenylbutoxy)benzamide
DTXSID10332627,1-(3-Amino-2-hydroxyphenyl)ethan-1-one--hydrogen chloride (1/1)
DTXSID7057737,3'-Acetyl-4'-hydroxybutyranilide
DTXSID40448644,3'-Azido-3'-deoxy-5'-O-(triphenylmethyl)thymidine
DTXSID40908874,1-[2-Deoxy-3-O-(methanesulfonyl)-5-O-(triphenylmethyl)pentofuranosyl]-4-hydroxy-5-methylpyrimidin-2(1H)-one
DTXSID90959235,"1-(3,5-Anhydro-2-deoxypentofuranosyl)-4-hydroxy-5-methylpyrimidin-2(1H)-one"
DTXSID70947670,"6-Chloro-4-(cyclopropylethynyl)-3-(1-phenylethyl)-4-(trifluoromethyl)-3,4-dihydroquinazolin-2-ol"
DTXSID70698877,"3-{[2-(Aminomethyl)cyclohexyl]methyl}-1,2,4-oxadiazol-5(2H)-one"
DTXSID70432672,3-(2-Amino-1-hydroxyethyl)-4-methoxybenzene-1-sulfonamide
DTXSID70431867,"3-(2-Bromopropanoyl)-4,4-dimethyl-1,3-oxazolidin-2-one"
DTXSID30612670,3-[4-(Trifluoromethyl)anilino]pentanamide
DTXSID70931236,3-[Methyl(phenyl)amino]prop-2-enal
DTXSID30171914,JE-2147
DTXSID20202589,3-Aminopyrazine-2-carboxylic acid
DTXSID10427603,3-Chloro-4-[(3-fluorophenyl)methoxy]aniline
DTXSID6072421,"Ethanone, 1-(3-hydroxyphenyl)-2-[methyl(phenylmethyl)amino]-, hydrochloride"
DTXSID20296408,3-Methylpicolinic acid
DTXSID20431296,"3-[(4S)-5-Oxo-2-(trifluoromethyl)-1,4,5,6,7,8-hexahydroquinolin-4-yl]benzonitrile"
DTXSID00464961,CTK4H6457
DTXSID90176420,"3-(((2S,4S)-4-Sulfanylpyrrolidine-2-carbonyl)amino)benzoic acid hydrochloride"
DTXSID7045310,Hecogenin
DTXSID10436255,"3,10-Dibromo-8-chloro-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine"
DTXSID60190855,"21-Hydroxypregna-1,4,9(11),16-tetraene-3,20-dione 21-acetate"
DTXSID80958777,"5-(Dimethylamino)-4,4-diphenyl-3,4-dihydro-2H-furan-1-ium bromide"
DTXSID50173915,"2,4(1H,3H)-Pyridinedione, 3,3-diethyl-5-(hydroxymethyl)-"
DTXSID8059506,"Benzeneethanamine, 3,4-dimethoxy-"
DTXSID20593262,3-Chloro-N-{4-chloro-2-[(5-chloropyridin-2-yl)carbamoyl]-6-methoxyphenyl}-4-{[2-(methylamino)-1H-imidazol-1-yl]methyl}thiophene-2-carboxamide
DTXSID00725084,Trifluoroacetic acid--3-chloro-N-{4-chloro-2-[(5-chloropyridin-2-yl)carbamoyl]-6-methoxyphenyl}-4-{[2-(methylamino)-1H-imidazol-1-yl]methyl}thiophene-2-carboxamide (1/1)
DTXSID50150620,Bisindolylmaleimide V
DTXSID4057637,"3,4,5-Trimethoxyphenylacetonitrile"
DTXSID80865790,"Piperidine, 3,5-dimethyl-"
DTXSID20922896,1-O-Octadecyl-2-O-methyl-sn-glycero-3-phosphocholine
DTXSID3057694,"4-Amino-2-chloro-6,7-dimethoxyquinazoline"
DTXSID3057808,4-Methyl-1-piperazinamine
DTXSID4057843,"4-(4-Chlorophenyl)piperidine-2,6-dione"
DTXSID7064651,4-Chloropyridine hydrochloride
DTXSID10432015,4-[(2-Butyl-5-formyl-1H-imidazol-1-yl)methyl]benzoic acid
DTXSID90722406,"(4-Nitrophenyl)methyl (6R)-3-methylidene-1,8-dioxo-7-(2-phenoxyacetamido)-5-thia-1lambda~5~-azabicyclo[4.2.0]octane-2-carboxylate"
DTXSID30450973,4-Acetamido-5-chloro-2-methoxybenzoic acid
DTXSID50206712,4-(4-Bromophenyl)piperidin-4-ol
DTXSID20191181,"4-Bromo-2,2-diphenylbutyric acid"
DTXSID50217409,"4-Amino-6-chlorobenzene-1,3-di(sulphonyl chloride)"
DTXSID60165568,5-Hydroxymethylthiazole 4-nitrophenylcarbonate hydrochloride
DTXSID60235694,"4-Methoxy-3,5-dimethylpyridine-2-methanol"
DTXSID80936131,(4-tert-Butylphenyl)methyl [3-(1-{[tert-butyl(dimethyl)silyl]oxy}ethyl)-2-(3-methoxy-2-oxocyclohexyl)-4-oxoazetidin-1-yl](oxo)acetate
DTXSID80699077,"3-[4-(2,2,3,3-Tetrafluoropropoxy)phenyl]prop-2-enenitrile"
DTXSID20453413,4-[2-(cyclopropylmethoxy)ethyl]phenol
DTXSID2024799,4-Chloro-3-nitrobenzotrifluoride
DTXSID5057838,1-(4-Fluorobenzyl)-1H-benzimidazol-2-amine
DTXSID50936885,4-Chloro-N'-(4-methoxyphenyl)benzohydrazide
DTXSID3057696,4-Hydroxyindole
DTXSID30440415,"4-(2-Methyl-1H-imidazo[4,5-c]pyridin-1-yl)benzoic acid"
DTXSID9057636,N-isopropyl-4-formylbenzamide
DTXSID20202100,4-Chloro-1-methylpiperidinium chloride
DTXSID40548451,"4-(5H-Dibenzo[a,d][7]annulen-5-yl)piperidine"
DTXSID7057733,4-(4-Chlorophenyl)-4-piperidinol
DTXSID40463832,4-(4-(Methylsulfonamido)phenyl)-4-oxobutanoic acid
DTXSID50222391,4-Amino-5-chloro-2-methoxybenzoic acid
DTXSID00437857,90776-59-3
DTXSID10370645,4-[(Pyridin-4-yl)oxy]benzene-1-sulfonyl chloride--hydrogen chloride (1/1)
DTXSID3057804,4-(4-Acetylpiperazin-4-yl)phenol
DTXSID70939095,4-Hydrazinylbenzene-1-sulfonamide--hydrogen chloride (1/1)
DTXSID10557777,1-(4-Aminophenyl)-N-methylmethanesulfonamide--hydrogen chloride (1/1)
DTXSID70278754,4-tert-Butylbenzenesulfonamide
DTXSID2057738,4-Phenylpiperidin-4-ol
DTXSID70722843,Bis{2-[(4-fluorophenyl)methyl]-4-(methylsulfanyl)phenyl}methanone
DTXSID20446087,"4-(2-Methyl-2-phenylhydrazinyl)-5,6-dihydropyridin-2(1H)-one"
DTXSID1059521,"1,3-Benzenedisulfonamide, 4-amino-6-chloro-"
DTXSID3048861,Lactobionic acid
DTXSID00290343,4-phenoxypyridine
DTXSID3057729,4-Chloro-4'-fluorobutyrophenone
DTXSID20436125,CHEMBL67405
DTXSID60208424,"4-Ethyl-2,3-dioxopiperazine-1-carbonyl chloride"
DTXSID101009945,GCLE
DTXSID60375185,4-[(Pyridin-4-yl)oxy]benzene-1-sulfonic acid
DTXSID30453146,4-(4-phenylbutoxy)benzoic Acid
DTXSID70561916,"4-(Piperazin-1-yl)-2,6-di(pyrrolidin-1-yl)pyrimidine"
DTXSID50216417,4-Carboxymethylpyridinium chloride
DTXSID0057623,4'-Methylbiphenyl-2-carbonitrile
DTXSID30987496,1-{4-[2-(Dimethylamino)ethoxy]phenyl}-2-phenylbutan-1-one
DTXSID1057745,4'-Tert-butyl-4-chlorobutyrophenone
DTXSID80956657,1-[4-(Benzyloxy)phenyl]-2-[(1-phenoxypropan-2-yl)amino]propan-1-one--hydrogen chloride (1/1)
DTXSID7048742,4'-Demethylepipodophyllotoxin
DTXSID30363559,4'-Bromomethyl-2-cyanobiphenyl
DTXSID50150847,tert-Butyl 4'-(bromomethyl)biphenyl-2-carboxylate
DTXSID30343831,4'-Chlorobiphenyl-4-carbaldehyde
DTXSID90940340,4-(1-Bromoethyl)-6-chloro-5-fluoropyrimidine
DTXSID00356296,"4-(1H-1,2,4-triazol-1-ylmethyl)aniline"
DTXSID70444518,4-[2-(5-Methyl-2-phenyloxazol-4-yl)ethoxy]benzaldehyde
DTXSID60458003,4-[2-(Piperidin-1-yl)ethoxy]benzaldehyde
DTXSID50184248,"3-Chloro-4-morpholino-1,2,5-thiadiazole"
DTXSID20419857,"4-[(4-Fluoroanilino)methylidene]cyclohexa-2,5-dien-1-one"
DTXSID80207570,Ethyl 4-amino-1-piperidinecarboxylate
DTXSID30944761,4-Amino-5-chloro-2-methoxy-N-(3-methoxypiperidin-4-yl)benzene-1-carboximidic acid--hydrogen chloride (1/1)
DTXSID30460496,4-amino-5-ethyl-1-(2-methoxyethyl)pyrazole-3-carboxamide
DTXSID60562558,4-(2-{[2-(4-Aminophenoxy)ethyl](methyl)amino}ethyl)aniline
DTXSID30587753,4-Chloro-6-ethyl-5-fluoropyrimidine
DTXSID50431805,"4-(Chloromethyl)-5-methyl-2H-1,3-dioxol-2-one"
DTXSID70431226,1-Chloro-4-[4-(methylsulfanyl)phenoxy]benzene
DTXSID70431160,trans-4-Cyclohexyl-L-proline
DTXSID50676799,"Sodium 5-(methoxycarbonyl)-6-oxo-1,2,3,6-tetrahydropyridin-4-olate"
DTXSID8064771,"Carbonochloridic acid, 4-methoxyphenyl ester"
DTXSID80437532,4-Methyl-2-propyl-1H-benzimidazole-6-carboxylic acid
DTXSID50453668,"2,6-Dimethoxy-4-methyl-8-nitro-5-[3-(trifluoromethyl)-phenoxy]quinoline"
DTXSID10431341,"2,6-Dimethoxy-4-methyl-5-[3-(trifluoromethyl)phenoxy]-8-quinolinamine"
DTXSID10279649,2-Chloro-6-methoxy-4-methylquinoline
DTXSID30277389,6-Methoxy-4-methylquinolin-2-ol
DTXSID20198296,Levalbuterol hydrochloride [USAN:USP]
DTXSID30446053,4-[(3-aminopyridin-2-yl)amino]phenol
DTXSID80430861,"4-[2-(2-Amino-4-oxo-4,7-dihydro-1H-pyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoic acid"
DTXSID80457790,4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]-benzo[b]thiophene-7-carbaldehyde
DTXSID70451969,4-[2-Ethoxy-5-(4-methylpiperazine-1-sulfonyl)benzamido]-1-methyl-3-propyl-1H-pyrazole-5-carboxamide
DTXSID00381285,"4,4-Difluorocyclohexanecarboxylic acid"
DTXSID70869964,3-(Perfluoroethyl)propanol
DTXSID40951426,"4,5,6,7-Tetrahydrothieno[3,2-c]pyridine--hydrogen chloride (1/1)"
DTXSID40441594,"4,6-Dichloro-5-(2-methoxyphenoxy)-2,2'-bipyrimidine"
DTXSID60449557,"4,6-Difluoro-1-indanone"
DTXSID4057764,5-Chloro-1-(4-piperidyl)-1H-benzimidazol-2(3H)-one
DTXSID70193473,"5-(1-Methyl-4-piperidyl)-5H-dibenzo(a,d)cyclohepten-5-ol hydrochloride"
DTXSID60922895,"6-[({3-[(2-Aminoethyl)amino]-6-[2-(diethylamino)ethyl]cyclohexa-1,3-dien-1-yl}methyl)sulfanyl]-2H-pyrano[4,3,2-cd]indazol-8-ol--hydrogen chloride (1/3)"
DTXSID40160713,5-Methyl-2-((2-nitrophenyl)amino)-3-thiophenecarbonitrile
DTXSID20436185,"5-(4'-Methyl[1,1'-biphenyl]-2-yl)-1-(triphenylmethyl)-1H-tetrazole"
DTXSID0057700,5-Hydroxy-1-tetralone
DTXSID40184651,5-((Bis(benzyl)amino)acetyl)salicylamide
DTXSID10151214,Amitriptynol
DTXSID3061009,"2,4(1H,3H)-Pyrimidinedione, 5-iodo-"
DTXSID20216580,"5-((2-Aminoethyl)thiomethyl)-N,N-dimethyl-2-furanmethanamine"
DTXSID00186914,5-Methyl-N-(2-(4-sulfamoylphenyl)ethyl)pyrazine-2-carboxamide
DTXSID80458106,5-Bromo-3-{[(2R)-1-methylpyrrolidin-2-yl]methyl}-1H-indole
DTXSID00197646,1-Methyl-5-chloro-4-nitroimidazole
DTXSID6057667,5-Chlorooxindole
DTXSID00438364,5-[(1-Benzofuran-2-carbonyl)amino]-1H-indole-2-carboxylic acid
DTXSID10188969,"5-Amino-2,4,6-triiodoisophthalic acid"
DTXSID70164668,5-Methylsulfonamido-indole-2-carboxylic acid
DTXSID90612813,2-Hydroxy-5-(oxoacetyl)benzamide--water (1/1)
DTXSID20190558,5-Methoxy-2-mercaptobenzimidazole
DTXSID60191544,HB-Compound
DTXSID20190891,"5-Amino-2,4,6-triiodoisophthaloyl dichloride"
DTXSID90183694,"5-Methyl-1,3,4-thiadiazole-2(3H)-thione"
DTXSID20471995,"{[(5-Amino-2,4,6-triiodo-1,3-phenylene)bis(carbonyl)azanediyl]propane-2,1,3-triyl} tetraacetate"
DTXSID70190402,"5-Chloro-2-(3-methyl-4H-1,2,4-triazol-4-yl)benzophenone"
DTXSID50275620,"5-Ethyl-4-(2-phenoxyethyl)-2,4-dihydro-3H-1,2,4-triazol-3-one"
DTXSID50444793,"5-Methyl-3,4-diphenyl-4,5-dihydro-1,2-oxazol-5-ol"
DTXSID6057663,3-Phenyl-5-methylisoxazole-4-carbonyl chloride
DTXSID20163348,Thymine riboside
DTXSID2057736,5-Acetylsalicylamide
DTXSID10203707,5-Methyl-2-pyrazinecarboxylic acid
DTXSID70472831,"5-Methyl-2,3,4,5-tetrahydro-1H-pyrido[4,3-b]indol-1-one"
DTXSID90998124,"5-Amino-N~1~,N~3~-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboximidic acid"
DTXSID20153648,"Thymidine, 2',3'-didehydro-3'-deoxy-, 5'-benzoate"
DTXSID60970952,1-[2-Deoxy-5-O-(triphenylmethyl)pentofuranosyl]-4-hydroxy-5-methylpyrimidin-2(1H)-one
DTXSID00435575,5-(3-Chloropropyl)-3-methylisoxazole
DTXSID40351048,4-(4-Fluorobenzoyl)butyric Acid
DTXSID10430955,"5-(8-Amino-7-chloro-2,3-dihydro-1,4-benzodioxin-5-yl)-3-[1-(2-phenylethyl)piperidin-4-yl]-1,3,4-oxadiazol-2(3H)-one--hydrogen chloride (1/1)"
DTXSID10435925,"5-(Chloromethyl)-1,2-dihydro-3H-1,2,4-triazol-3-one"
DTXSID50599818,"3-Amino-5-[(2-hydroxyethyl)carbamoyl]-2,4,6-triiodobenzoic acid"
DTXSID90863904,5-Bromotryptophan
DTXSID90593451,"5-Chloro-2,6-dimethoxy-4-methylquinoline"
DTXSID70450199,"5-Chloro-2,6-dimethoxy-4-methyl-8-nitroquinoline"
DTXSID20958236,"1,2,3-Tri-O-acetyl-5-deoxypentofuranose"
DTXSID30447601,5-METHOXYCOUMARIN
DTXSID80428501,"(6R,7R)-7-Amino-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
DTXSID90431723,"{5-[(3,5-Dichlorophenyl)sulfanyl]-4-(propan-2-yl)-1-[(pyridin-4-yl)methyl]-1H-imidazol-2-yl}methanol"
DTXSID60930596,"5-[(Pyridin-3-yl)methyl]-5-[(pyridin-4-yl)methyl]-5H-cyclopenta[1,2-b:5,4-b']dipyridine--water (1/1)"
DTXSID00459675,AGN-PC-004ZVA
DTXSID60198230,"5,6-Dimethoxypyrimidin-4-amine"
DTXSID50548760,"4-Oxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide"
DTXSID10548761,"4,7,7-Trioxo-4,5,6,7-tetrahydro-7lambda~6~-thieno[2,3-b]thiopyran-2-sulfonamide"
DTXSID40146911,"5,6,7,8-Tetrahydroquinoline"
DTXSID30182040,"5,8-Dihydro-1-naphthol"
DTXSID90871625,Iminostilbene
DTXSID4062274,"5H-Dibenzo[a,d]cyclohepten-5-one"
DTXSID20422008,2-Amino-6-iodopurine
DTXSID20213054,6-Methoxy-2-(4-methoxyphenyl)benzo(b)thiophene
DTXSID7046097,6-Aminopenicillanic acid
DTXSID3057721,6-Methoxy-2-naphthalaldehyde
DTXSID80699618,(6-Bromopyridin-2-yl)(2-methylphenyl)methanone
DTXSID90226873,"6-Amino-5-formamido-1,3-dimethyluracil"
DTXSID9049405,O6-Methylguanine
DTXSID00353003,6-Chlorooxindole
DTXSID6063775,6-Chloronicotinic acid
DTXSID60447952,6-Ethyl-5-fluoropyrimidin-4(1H)-one
DTXSID0057754,6-Hydroxynicotinic acid
DTXSID90161477,Ici D2138
DTXSID40287530,2-(6-aminopurin-9-yl)ethanol
DTXSID50442471,"6-Chloro-5-(2-chloroethyl)-1,3-dihydro-2H-indol-2-one"
DTXSID6057617,6-Methoxy-alpha-tetralone
DTXSID9057680,"5,6-Dimethoxyindan-1-one"
DTXSID10199116,2-Bromo-6-methoxynaphthalene
DTXSID2047270,Besonprodil
DTXSID90866117,"6-(5-Chloropyridin-2-yl)-7-hydroxy-6,7-dihydro-5H-pyrrolo[3,4-b]pyrazin-5-one"
DTXSID20195785,"6-(5-Chloro-2-pyridyl)-5H-pyrrolo(3,4-b)pyrazine-5,7(6H)-dione"
DTXSID30611663,6-(Benzyloxy)-3-bromo-2-(4-methoxyphenyl)-1H-1-benzothiophen-1-one
DTXSID20173700,O(6)-Benzylguanine
DTXSID40694523,"6-{2-[4-(4-Fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]ethenyl}-4-hydroxyoxan-2-one"
DTXSID10573836,"6-Amino-2-iodo-3,4-dimethoxybenzonitrile"
DTXSID80440844,AGN-PC-0N5CNL
DTXSID30354109,6-Iodoquinazolin-4-one
DTXSID10431346,"(6alpha,11beta,16alpha,17alpha)-6,9-Difluoro-11,17-dihydroxy-16-methyl-3-oxoandrosta-1,4-diene-17-carboxylic acid"
DTXSID90227466,"6,6-Dibromopenicillanic acid sulfone"
DTXSID00384594,"6,7-Bis(2-methoxyethoxy)quinazolin-4(1H)-one"
DTXSID30442313,"5-Amino-6,7-dichloro-2,3-dimethoxyquinoxaline"
